CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain
667,0,48,1,97133.92,2,0,0,113316.77,1,0,1,0
640,1,44,7,111833.47,1,1,0,67202.74,0,1,0,0
577,1,29,7,0.0,2,1,1,55473.15,0,1,0,0
516,0,46,6,62212.29,1,0,1,171681.86,1,1,0,0
573,0,23,2,0.0,1,1,0,122964.18,0,1,0,0
710,1,30,6,0.0,2,1,1,8991.17,0,1,0,0
558,1,27,1,152283.39,1,1,0,183271.15,0,1,0,0
657,1,25,2,171770.55,1,1,0,22745.5,0,0,1,0
641,0,48,3,147341.43,1,1,1,157458.61,1,1,0,0
753,1,44,3,138076.47,1,1,0,15523.09,1,0,1,0
814,0,31,4,0.0,2,1,1,142029.17,0,1,0,0
732,0,40,10,0.0,2,1,0,154189.08,0,1,0,0
525,1,51,10,0.0,3,1,0,171045.35,1,1,0,0
658,1,36,8,174060.46,1,1,1,94925.62,0,1,0,0
620,1,41,3,0.0,2,1,1,137309.06,0,1,0,0
679,1,60,8,0.0,2,1,1,51380.9,0,1,0,0
609,0,35,2,147900.43,1,1,0,140000.29,0,1,0,0
676,0,34,4,89437.03,1,1,1,189540.95,0,0,1,0
753,0,47,1,131160.85,1,1,0,197444.69,0,0,1,0
737,1,36,9,0.0,1,0,1,188670.9,1,1,0,0
618,0,46,6,150213.71,1,1,0,120668.46,1,1,0,0
751,0,37,0,151218.98,1,1,1,109309.29,0,0,1,0
717,0,22,5,112465.06,1,1,1,92977.75,0,1,0,0
720,1,31,4,141356.47,1,0,0,137985.69,0,0,0,1
625,0,44,7,0.0,1,1,0,4791.8,0,1,0,0
671,0,42,6,0.0,2,1,0,197202.48,0,1,0,0
775,1,48,4,178144.91,2,0,0,50168.41,1,0,0,1
791,0,52,7,0.0,1,1,1,122782.5,0,1,0,0
701,1,41,10,0.0,2,1,1,146257.77,0,1,0,0
523,1,36,8,158351.02,2,1,0,155304.53,0,1,0,0
573,1,50,0,159304.07,1,0,1,155915.24,1,0,0,1
610,1,29,9,0.0,3,0,1,83912.24,0,0,0,1
540,1,37,0,120825.7,1,1,0,28257.89,0,0,0,1
569,0,42,9,146100.75,1,1,0,32574.01,1,0,1,0
702,0,29,10,88378.6,1,1,0,88550.28,0,1,0,0
560,1,49,4,0.0,1,1,1,100075.1,1,1,0,0
687,1,39,7,0.0,2,1,0,26848.25,0,1,0,0
653,0,27,9,0.0,2,1,0,96429.29,0,1,0,0
648,1,33,7,134944.0,1,1,1,117036.38,0,1,0,0
630,0,40,0,118633.08,1,0,1,60032.46,1,1,0,0
683,0,49,7,108797.63,2,0,0,140763.18,0,0,1,0
460,1,46,4,127559.97,2,1,1,126952.5,0,0,1,0
850,0,31,4,164672.66,1,0,1,61936.1,0,0,1,0
813,0,29,5,106059.4,1,0,0,187976.88,1,0,1,0
726,1,36,2,0.0,1,1,0,195192.4,0,0,0,1
666,1,43,5,0.0,2,1,0,29346.1,0,0,0,1
727,1,37,9,101191.83,1,1,1,34551.35,1,0,1,0
580,1,34,6,0.0,2,1,1,160095.31,0,1,0,0
653,1,55,2,70263.83,1,0,1,62347.71,0,0,0,1
492,1,39,7,0.0,2,0,1,71323.23,0,1,0,0
850,0,33,7,118004.26,1,1,0,183983.82,0,1,0,0
650,0,47,9,0.0,1,1,0,187943.6,0,1,0,0
587,0,46,6,88820.29,1,0,0,70224.34,0,1,0,0
537,0,33,7,136082.0,1,1,0,62746.54,0,0,0,1
680,1,31,9,0.0,2,1,0,36145.53,0,1,0,0
540,1,25,5,116160.23,1,1,0,13411.67,0,1,0,0
604,0,34,7,0.0,2,1,0,193021.49,0,1,0,0
597,0,40,9,106756.01,2,1,0,151167.94,0,0,1,0
589,0,37,6,138497.84,1,0,1,18988.58,0,1,0,0
769,1,39,9,0.0,1,1,1,47722.79,0,0,0,1
625,1,43,8,201696.07,1,1,0,133020.9,1,1,0,0
749,0,28,3,0.0,1,1,0,3408.7,0,0,0,1
557,0,46,4,96173.17,2,1,1,116378.31,0,1,0,0
615,1,59,4,155766.05,1,1,1,110275.17,0,0,0,1
547,0,22,7,141287.15,1,1,0,118142.79,0,0,0,1
552,1,55,3,0.0,1,1,1,40333.94,0,0,0,1
507,0,34,4,0.0,2,1,1,60688.38,0,0,0,1
506,0,34,4,90307.62,1,1,1,159235.29,0,1,0,0
685,1,23,8,0.0,2,1,1,112239.03,0,1,0,0
752,1,44,6,83870.33,1,1,0,178722.24,0,0,0,1
743,0,46,9,0.0,1,1,0,113436.08,0,1,0,0
597,0,26,8,149989.39,1,1,0,42330.58,0,1,0,0
460,0,40,6,119507.58,2,1,0,91560.63,1,0,1,0
659,1,39,8,52106.33,2,1,1,107964.36,0,0,1,0
705,0,64,3,153469.26,3,0,0,146573.66,1,0,1,0
550,1,25,0,0.0,2,1,1,184221.11,0,1,0,0
626,0,37,6,108269.37,1,1,0,5597.94,0,0,0,1
712,1,53,6,134729.99,2,1,1,132702.64,0,0,1,0
777,1,23,6,0.0,2,1,1,163225.48,0,1,0,0
592,0,66,5,149950.19,1,1,1,76267.59,0,1,0,0
626,1,44,10,0.0,2,0,0,164287.86,0,1,0,0
765,0,56,1,0.0,1,1,0,13228.93,1,1,0,0
614,0,30,3,131344.52,2,1,0,54776.64,0,0,1,0
613,1,37,3,171653.17,1,0,1,5353.12,0,0,0,1
615,1,41,4,0.0,1,0,1,149278.96,0,0,0,1
715,1,42,2,88120.97,2,1,1,21333.22,0,0,1,0
764,0,39,1,129068.54,2,1,1,187905.12,0,1,0,0
608,1,23,8,197715.93,2,1,1,116124.28,0,0,1,0
576,0,41,4,112609.91,1,0,0,191035.18,1,1,0,0
536,0,44,4,121898.82,1,0,0,131007.18,0,0,1,0
489,1,58,4,0.0,2,1,1,191419.32,0,0,0,1
700,1,26,4,119009.57,1,1,0,141926.43,0,1,0,0
652,0,26,1,131908.35,1,1,1,179269.79,0,0,1,0
580,1,67,3,153946.14,1,1,1,7418.92,0,0,0,1
469,0,31,6,0.0,1,1,0,146213.75,1,0,0,1
535,1,48,9,109472.47,1,1,0,157358.43,1,0,0,1
494,1,27,2,0.0,2,1,0,22404.64,0,0,0,1
678,0,32,9,0.0,1,1,1,148210.64,0,1,0,0
704,1,44,3,0.0,2,0,1,152884.85,0,1,0,0
600,0,38,9,0.0,2,1,1,58855.85,0,1,0,0
742,0,41,4,92805.72,1,0,1,73743.95,1,0,1,0
678,0,26,1,0.0,2,1,0,45443.68,0,1,0,0
592,1,38,3,0.0,1,1,1,12905.89,1,0,0,1
660,0,32,0,114668.89,1,1,0,84605.0,0,1,0,0
827,1,38,5,0.0,2,0,0,103305.01,0,1,0,0
564,1,31,4,0.0,2,1,0,53520.03,0,1,0,0
481,0,28,10,0.0,2,1,0,145215.96,0,1,0,0
677,0,24,0,148298.59,2,0,0,182913.95,0,1,0,0
639,0,50,6,115335.32,2,1,1,53130.41,0,1,0,0
696,1,47,1,106758.6,1,1,1,80591.18,0,0,0,1
680,1,44,7,108724.98,1,0,1,72330.46,0,1,0,0
773,0,40,10,0.0,2,0,1,69303.15,0,1,0,0
620,0,25,8,141825.88,1,1,1,73857.94,1,0,1,0
628,1,34,4,158741.43,2,1,1,126192.54,0,1,0,0
681,1,31,4,97338.19,2,0,0,48226.76,0,0,1,0
685,1,33,6,174912.72,1,1,1,43932.54,0,1,0,0
686,0,41,7,152105.57,2,0,1,132374.41,0,1,0,0
588,0,37,7,70258.88,2,1,0,139607.61,0,0,1,0
492,1,45,9,170295.04,2,0,0,164741.81,0,0,1,0
651,0,39,6,0.0,1,1,0,24176.44,0,1,0,0
531,0,64,2,175754.87,2,1,1,60721.4,0,0,1,0
623,0,35,5,0.0,2,1,0,101192.08,0,1,0,0
655,0,50,10,0.0,4,1,0,179267.94,1,1,0,0
484,1,41,5,0.0,1,1,1,74267.35,0,1,0,0
749,0,60,6,0.0,1,1,0,17978.68,1,1,0,0
582,0,46,8,67563.31,1,1,0,44506.09,1,0,0,1
645,0,55,7,0.0,2,1,1,18369.33,0,1,0,0
644,1,31,5,0.0,2,1,1,41872.17,0,1,0,0
516,0,46,1,104947.72,1,1,0,115789.25,1,1,0,0
662,0,54,1,187997.15,1,0,0,111442.71,1,0,0,1
611,1,30,2,104145.65,1,0,0,159629.64,0,1,0,0
762,1,34,4,88815.56,2,1,0,68562.26,1,0,1,0
585,0,39,7,0.0,2,1,0,2401.26,0,1,0,0
452,1,33,7,153663.27,1,1,0,111868.23,0,0,1,0
627,0,39,5,124586.93,1,1,0,93132.61,1,0,1,0
640,0,33,1,167298.42,1,0,1,145381.65,0,1,0,0
624,1,36,6,0.0,2,0,0,84635.64,0,1,0,0
573,1,40,7,147754.68,1,1,1,110454.46,0,1,0,0
504,1,44,4,113522.64,1,1,1,12405.2,0,0,0,1
729,0,32,7,38550.06,1,0,1,179230.23,0,1,0,0
685,1,43,9,108589.47,2,0,1,194808.51,0,0,1,0
562,1,62,3,0.0,2,1,0,105986.01,0,1,0,0
767,0,35,9,0.0,2,1,0,39511.61,0,1,0,0
681,0,29,2,148143.84,1,1,1,52021.39,0,1,0,0
663,1,36,10,0.0,2,1,0,136349.55,0,1,0,0
582,1,29,4,0.0,2,0,0,156153.27,0,1,0,0
683,1,31,2,0.0,2,0,1,77326.78,0,1,0,0
464,1,37,4,155994.15,1,0,0,143665.44,0,0,1,0
680,0,32,5,0.0,1,1,1,150684.23,0,1,0,0
684,0,36,4,0.0,1,1,0,117038.96,0,0,0,1
565,1,34,6,0.0,1,1,1,63173.64,0,1,0,0
583,1,33,7,122531.86,1,1,0,13549.24,0,1,0,0
526,0,36,5,91132.18,1,0,0,58111.71,0,0,0,1
707,1,44,3,0.0,2,1,1,135077.01,0,0,0,1
536,1,40,9,0.0,2,1,1,11959.03,0,0,0,1
850,0,34,9,92899.27,2,1,0,97465.89,0,1,0,0
768,0,47,5,104552.61,1,1,0,48137.08,1,0,1,0
608,1,26,1,106648.98,1,0,1,7063.6,0,0,1,0
541,1,46,4,124547.13,2,1,0,94499.06,0,1,0,0
736,1,50,9,116309.01,1,1,0,185360.4,1,0,1,0
472,0,26,5,0.0,2,1,0,108411.66,0,1,0,0
665,0,37,3,111911.63,1,1,1,110359.68,1,0,1,0
434,1,71,9,119496.87,1,1,0,125848.88,0,0,1,0
743,1,37,8,69143.91,2,0,1,105780.18,0,1,0,0
678,1,31,2,0.0,2,1,1,58803.28,0,1,0,0
601,1,41,1,123971.16,1,0,1,172814.99,0,1,0,0
586,0,38,2,0.0,2,1,0,87168.46,0,1,0,0
350,1,51,10,0.0,1,1,1,125823.79,1,1,0,0
525,1,36,3,77910.23,1,1,0,67238.01,0,0,0,1
544,1,37,2,0.0,2,0,0,135067.02,0,0,0,1
698,0,63,5,0.0,1,1,1,173576.71,0,0,0,1
625,0,58,10,53772.73,1,1,1,192072.1,1,1,0,0
555,1,37,9,124969.13,1,1,0,60194.05,0,1,0,0
704,1,24,10,122109.78,1,1,1,127654.37,0,0,0,1
664,1,55,8,0.0,2,1,1,139161.64,0,1,0,0
744,1,47,9,0.0,2,1,0,113163.17,0,1,0,0
666,1,33,2,124125.26,1,1,0,81884.8,0,0,1,0
601,0,47,1,142802.02,1,1,1,57553.02,0,0,1,0
720,0,29,7,106230.92,1,1,1,69903.93,1,0,1,0
850,0,45,1,121874.89,1,0,0,6865.41,1,0,1,0
627,1,37,2,125190.86,1,0,1,84584.69,0,1,0,0
456,1,32,9,133060.63,1,1,1,125167.92,0,0,1,0
659,1,43,1,106086.42,2,1,0,26900.63,0,1,0,0
629,1,34,1,121151.05,1,0,0,119357.93,0,0,0,1
478,0,38,4,171913.87,1,1,0,51820.87,1,1,0,0
607,1,25,3,0.0,2,0,0,187048.72,0,1,0,0
719,0,35,8,0.0,1,1,1,165162.4,0,0,0,1
608,1,34,7,86656.13,1,0,1,59890.29,0,0,0,1
601,1,44,1,100486.18,2,1,1,62678.53,0,1,0,0
625,1,52,8,121161.57,1,1,0,48988.28,0,0,0,1
731,1,31,1,132512.26,1,1,1,185466.85,0,1,0,0
706,0,46,4,105214.58,1,1,0,108699.59,1,0,1,0
618,1,30,3,133844.22,1,1,1,31406.93,0,1,0,0
680,1,34,9,0.0,2,1,1,95686.6,0,1,0,0
675,1,32,8,197436.82,1,1,1,52710.7,0,0,0,1
758,1,26,4,155739.76,1,1,0,171552.02,0,1,0,0
618,1,56,7,0.0,1,1,1,142400.27,1,1,0,0
724,1,30,7,115315.04,1,1,0,15216.53,0,0,1,0
588,1,32,1,0.0,2,1,1,8763.87,0,1,0,0
707,1,30,8,0.0,2,1,0,33159.37,0,1,0,0
802,1,40,4,0.0,2,1,1,81908.09,0,0,0,1
753,0,62,6,0.0,2,1,1,136398.9,0,1,0,0
541,1,29,7,127504.57,1,0,0,86173.92,0,1,0,0
747,1,58,7,116313.57,1,1,1,190696.35,1,0,1,0
698,0,47,6,0.0,1,1,0,50213.81,1,0,0,1
509,1,32,9,170661.47,1,1,1,21646.2,0,0,1,0
684,1,34,9,0.0,2,1,1,65257.57,0,1,0,0
518,0,35,8,141665.63,1,0,1,192776.64,0,0,1,0
731,1,19,6,0.0,2,1,1,151581.79,0,1,0,0
850,1,41,8,132838.07,1,1,1,175347.28,0,0,0,1
578,1,39,2,0.0,2,1,0,70563.9,0,1,0,0
648,0,43,7,81153.82,1,1,1,144532.85,1,0,0,1
707,0,46,7,127476.73,2,1,1,146011.55,0,1,0,0
446,0,45,10,125191.69,1,1,1,128260.86,1,0,0,1
633,1,27,3,0.0,2,1,0,44008.91,0,0,0,1
669,0,30,7,139872.81,1,1,0,188795.85,0,0,1,0
593,1,35,4,161637.75,1,1,1,20008.46,0,0,0,1
700,0,42,8,0.0,2,1,1,105305.72,0,1,0,0
814,0,48,7,0.0,2,1,1,132870.15,0,1,0,0
439,1,36,2,165536.28,2,1,1,123956.83,0,1,0,0
689,1,40,2,0.0,2,1,1,164768.82,0,0,0,1
580,0,33,7,131647.01,2,0,0,79775.19,0,0,1,0
758,0,34,1,154139.45,1,1,1,60728.89,0,1,0,0
687,1,26,2,142721.52,1,1,1,153605.75,0,0,1,0
570,0,29,4,153040.03,1,1,1,131363.57,1,1,0,0
577,1,43,3,0.0,2,1,1,135008.92,0,0,0,1
611,1,53,3,83568.26,1,0,0,1235.49,0,1,0,0
543,1,23,5,0.0,2,1,0,117832.39,0,0,0,1
720,1,21,2,123200.78,1,1,1,180712.28,0,0,0,1
694,0,35,7,0.0,1,1,0,133570.43,1,0,0,1
606,1,30,8,180307.73,2,1,1,1914.41,0,0,0,1
491,0,57,4,112044.72,1,1,1,41229.73,1,0,1,0
564,0,44,3,111760.4,3,1,1,104722.47,1,0,1,0
599,1,36,4,0.0,2,0,0,13210.56,0,0,0,1
820,1,39,9,111336.89,1,1,0,16770.31,1,0,1,0
825,1,40,6,132308.22,1,0,0,117122.5,0,1,0,0
617,0,27,4,0.0,2,0,0,190269.21,0,1,0,0
676,1,30,1,128207.23,1,1,1,55400.17,0,1,0,0
477,1,47,9,144900.58,1,1,0,61315.37,1,1,0,0
589,0,45,1,0.0,1,0,0,125939.22,1,0,0,1
835,0,56,2,0.0,2,1,1,39820.13,0,1,0,0
784,1,33,10,0.0,2,1,0,162022.47,0,0,0,1
626,0,48,2,0.0,2,1,1,95794.98,0,0,0,1
707,0,55,1,0.0,2,0,1,54409.48,0,1,0,0
652,0,36,6,112518.71,2,0,1,110421.31,0,1,0,0
652,0,75,10,0.0,2,1,1,114675.75,0,0,0,1
733,1,38,9,111347.37,2,0,1,194872.97,0,0,1,0
609,1,34,7,140694.78,2,1,0,46266.63,0,0,0,1
650,1,71,0,0.0,1,1,1,175380.77,0,0,0,1
672,1,37,5,153195.59,1,1,1,162763.01,0,1,0,0
850,1,58,8,156652.13,1,0,0,25899.21,1,1,0,0
705,0,31,3,119794.67,1,0,0,182528.44,0,1,0,0
778,0,35,1,151958.19,3,1,1,131238.37,1,0,1,0
608,1,44,7,114203.47,1,1,1,77830.36,1,0,1,0
604,1,43,2,145081.72,1,1,1,23881.62,0,0,0,1
590,1,34,0,65812.35,2,0,1,160346.3,0,0,0,1
609,1,37,1,39344.83,1,1,1,178291.89,1,1,0,0
535,1,33,2,133040.32,1,1,1,110299.78,0,1,0,0
551,0,36,5,0.0,1,1,0,183479.12,0,1,0,0
744,1,38,6,73023.17,2,1,0,78770.86,0,0,1,0
711,0,37,8,113899.92,1,0,0,80215.2,0,1,0,0
612,0,62,8,140745.33,1,1,0,193437.89,1,0,1,0
525,0,25,10,0.0,2,1,0,69361.95,0,0,0,1
595,1,52,9,0.0,1,1,1,106340.66,1,1,0,0
638,1,41,7,0.0,2,1,0,43889.41,0,0,0,1
756,1,30,2,145127.85,1,0,0,7554.68,0,0,0,1
688,1,42,5,0.0,2,0,0,197602.29,0,0,0,1
542,1,67,10,129431.36,1,0,1,21343.74,0,1,0,0
615,1,58,3,72309.3,1,1,1,85687.09,1,0,1,0
544,0,32,9,110728.39,1,1,1,14559.62,0,1,0,0
675,0,39,6,0.0,2,0,0,83419.15,0,1,0,0
623,1,44,1,83325.77,1,0,1,80828.78,0,0,0,1
576,1,24,3,0.0,1,0,1,78498.04,1,1,0,0
651,1,53,7,0.0,2,1,1,130132.41,0,1,0,0
657,0,37,6,95845.6,1,1,0,122218.23,0,1,0,0
528,1,30,2,128262.72,2,1,0,50771.16,0,1,0,0
604,1,27,9,101352.78,1,0,0,30252.3,0,0,0,1
654,0,32,2,0.0,1,1,1,51972.92,1,0,0,1
583,0,22,2,0.0,2,0,1,5985.36,0,0,0,1
609,1,48,1,108019.27,3,1,1,184524.65,1,1,0,0
733,1,22,5,0.0,2,1,1,117202.19,0,1,0,0
663,1,37,7,143625.83,2,0,1,176487.05,0,0,1,0
447,1,41,3,0.0,4,1,1,197490.39,1,1,0,0
850,0,57,8,126776.3,2,1,1,132298.49,0,0,0,1
505,0,36,2,79951.9,1,0,1,174123.16,1,1,0,0
707,0,49,10,0.0,1,1,0,82967.97,1,1,0,0
714,1,20,3,0.0,2,0,1,150465.93,0,0,0,1
610,1,40,0,0.0,2,1,0,62232.6,0,1,0,0
609,1,53,10,0.0,1,1,1,154642.91,0,0,0,1
540,1,64,1,91869.69,1,0,1,95421.0,0,0,1,0
850,0,46,3,0.0,2,1,1,187980.21,0,1,0,0
700,1,37,1,135179.49,1,1,0,160670.37,0,1,0,0
651,0,35,1,163700.78,3,1,1,29583.48,1,0,1,0
668,0,37,7,128645.67,1,1,0,92149.64,0,1,0,0
618,1,42,8,153572.31,2,1,1,76679.6,0,0,1,0
678,0,55,5,0.0,1,0,1,196794.11,1,1,0,0
470,1,31,4,55732.92,2,1,1,103792.53,0,0,0,1
614,0,41,3,123475.04,1,1,1,179227.52,0,1,0,0
823,0,46,3,81576.75,1,1,1,28370.95,1,0,0,1
581,0,24,10,159203.71,1,1,1,102517.83,1,0,0,1
568,0,47,7,0.0,2,1,1,45978.39,0,1,0,0
624,0,71,4,170252.05,3,1,1,73679.59,1,1,0,0
778,1,44,8,123863.64,1,1,0,144494.94,0,1,0,0
679,1,58,8,125850.53,2,1,1,87008.17,0,0,1,0
676,1,23,1,107787.47,1,0,1,116378.82,0,1,0,0
455,1,40,1,0.0,3,0,1,129975.34,0,1,0,0
804,1,55,7,0.0,2,1,1,118752.6,0,1,0,0
653,1,37,7,135847.47,1,1,0,144880.81,0,1,0,0
681,0,37,7,69609.85,1,1,1,72127.83,0,1,0,0
543,1,35,10,59408.63,1,1,0,76773.53,0,0,0,1
672,0,28,6,0.0,1,0,1,8814.69,0,1,0,0
618,1,48,7,0.0,1,1,0,13921.82,1,1,0,0
746,1,47,8,142382.03,1,1,1,62086.62,0,1,0,0
573,1,31,0,134644.19,1,1,1,70381.49,0,0,1,0
700,1,47,4,0.0,1,1,0,121798.52,1,0,0,1
497,1,44,2,121250.04,1,0,1,79691.4,0,0,0,1
686,1,35,4,0.0,1,1,0,8816.37,0,1,0,0
620,1,29,9,0.0,2,1,0,13133.88,0,0,0,1
545,1,26,7,0.0,2,0,1,156598.23,0,1,0,0
678,1,38,3,124483.53,1,1,0,126253.31,0,0,0,1
850,1,39,6,133214.13,1,0,1,20769.88,0,0,0,1
629,1,36,1,161757.87,2,1,1,146371.72,0,0,0,1
680,1,35,9,0.0,2,0,0,143774.06,0,0,0,1
754,0,38,2,0.0,2,0,0,3524.69,0,1,0,0
850,1,38,7,115378.94,1,0,1,162087.82,0,0,0,1
399,1,46,2,127655.22,1,1,0,139994.68,1,0,1,0
662,1,33,0,103471.52,1,1,1,162703.0,0,0,1,0
507,1,40,3,120105.43,1,1,0,92075.01,1,0,1,0
539,1,42,1,177728.55,1,1,0,105013.63,0,0,1,0
683,1,40,4,95053.1,1,1,1,116816.54,1,0,0,1
653,1,35,6,116662.96,2,1,1,23864.21,0,0,0,1
575,1,36,7,0.0,1,1,1,55868.97,1,1,0,0
526,0,35,9,118536.4,1,1,0,40980.87,1,0,1,0
562,1,32,6,161628.66,1,1,0,91482.5,0,0,0,1
567,1,42,2,0.0,2,1,1,167984.61,0,1,0,0
620,0,33,9,127638.35,1,1,1,192717.57,0,1,0,0
494,1,38,7,0.0,2,1,1,6203.66,0,0,0,1
684,1,35,6,135871.5,1,1,1,87219.41,0,1,0,0
551,1,50,1,121399.98,1,0,1,84508.44,1,0,1,0
814,1,29,8,97086.4,2,1,1,197276.13,0,0,1,0
617,0,51,10,167273.71,1,0,0,93439.75,1,0,1,0
632,0,44,3,133793.89,1,1,1,34607.14,1,1,0,0
693,0,43,1,121927.92,1,1,0,87994.95,1,0,1,0
629,1,44,5,0.0,4,0,0,117572.59,1,1,0,0
627,0,32,1,0.0,1,1,0,106851.7,0,1,0,0
607,1,39,2,84468.67,2,1,1,121945.42,0,0,1,0
715,1,34,4,124314.45,1,0,0,97782.92,0,1,0,0
706,0,29,1,209490.21,1,1,1,133267.69,1,0,0,1
548,1,44,8,0.0,1,1,0,16989.77,0,0,0,1
696,0,36,7,0.0,2,1,1,82298.59,0,0,0,1
723,1,38,6,0.0,2,1,1,94415.6,0,0,0,1
672,1,28,4,167268.98,1,1,1,169469.3,0,1,0,0
438,0,36,4,0.0,2,1,0,64420.5,0,1,0,0
608,0,28,4,0.0,2,1,0,10899.63,1,0,0,1
468,1,22,2,0.0,2,1,0,28123.99,0,1,0,0
781,0,38,3,128345.69,2,1,0,63218.85,0,1,0,0
624,0,28,2,0.0,2,0,1,104353.26,0,0,0,1
796,1,67,5,0.0,2,0,1,54871.02,0,0,0,1
703,0,40,7,0.0,2,0,1,122518.5,0,1,0,0
621,1,41,5,104631.67,1,1,1,95551.22,0,0,0,1
727,0,18,2,93816.7,2,1,0,126172.11,0,0,1,0
436,1,45,3,104339.11,2,1,1,183540.22,1,0,1,0
763,1,67,9,148564.66,1,0,1,87236.4,0,0,0,1
546,0,47,8,0.0,1,1,1,66408.01,1,1,0,0
722,0,37,0,125977.81,1,0,0,160162.42,0,0,1,0
651,0,34,10,148962.46,1,1,0,66389.43,1,0,1,0
827,0,60,2,0.0,2,0,1,60615.83,0,1,0,0
603,1,35,1,123407.69,1,1,0,152541.89,1,0,1,0
576,0,55,6,44582.07,3,0,1,67539.85,1,1,0,0
674,1,34,2,152797.9,1,1,0,175709.4,1,0,1,0
588,0,34,10,129417.82,1,1,0,153727.32,0,0,1,0
679,0,33,1,0.0,2,0,0,69608.48,0,1,0,0
681,0,48,8,139480.18,1,1,1,163581.67,0,0,1,0
740,1,40,4,114318.78,2,1,0,129333.69,1,0,1,0
478,1,35,1,92474.05,1,1,0,178626.07,0,1,0,0
554,1,26,4,121365.39,1,1,1,8742.36,0,0,1,0
689,0,55,4,0.0,2,1,1,58442.25,0,0,0,1
535,1,40,7,111756.5,1,1,0,8128.32,1,0,1,0
703,1,28,2,81173.83,2,0,1,162812.16,0,1,0,0
660,1,34,8,106486.66,2,0,1,182262.66,0,1,0,0
579,0,45,2,0.0,2,0,0,11514.39,0,1,0,0
621,1,32,1,0.0,2,1,1,168779.47,0,1,0,0
727,1,34,10,0.0,2,1,1,198637.34,0,1,0,0
680,0,48,8,115115.38,1,1,0,139558.6,1,0,1,0
438,1,59,7,127197.14,1,1,0,51565.98,1,0,1,0
590,1,47,0,117879.32,1,1,1,8214.46,0,1,0,0
584,0,50,1,0.0,1,0,1,152567.75,1,0,0,1
595,0,45,9,106000.12,1,0,0,191448.96,1,0,1,0
820,1,36,4,0.0,2,1,0,31422.69,0,1,0,0
453,0,37,4,131834.76,2,1,0,8949.2,0,1,0,0
608,1,33,4,0.0,1,0,1,130474.03,0,1,0,0
750,0,38,1,0.0,2,1,0,47764.99,0,1,0,0
551,1,54,5,102994.04,1,1,0,176680.16,1,0,1,0
735,0,53,8,123845.36,2,0,1,170454.93,1,1,0,0
673,0,25,3,108244.82,2,1,1,103573.96,0,0,1,0
560,0,30,0,108883.29,1,1,0,27914.95,0,1,0,0
645,1,41,7,0.0,1,0,1,28667.56,0,1,0,0
500,0,34,4,0.0,2,1,0,12833.96,0,1,0,0
648,1,33,5,138664.24,1,1,0,29076.27,0,0,1,0
797,0,33,10,83555.58,1,0,0,69767.14,0,0,1,0
525,1,36,2,114628.4,1,0,1,168290.06,0,1,0,0
676,0,30,5,0.0,2,0,0,179066.58,0,0,0,1
589,0,46,10,0.0,2,0,1,168369.37,0,0,0,1
668,0,46,2,0.0,3,1,0,89048.46,1,1,0,0
465,1,41,9,117221.15,1,1,0,168280.95,0,1,0,0
793,1,63,4,103729.79,2,1,1,80272.06,0,1,0,0
735,1,31,3,119558.35,1,0,0,72927.68,0,1,0,0
631,1,29,3,0.0,2,1,1,197963.46,0,0,0,1
733,1,36,5,0.0,2,1,1,109127.54,0,1,0,0
732,1,79,10,61811.23,1,1,1,104222.8,0,1,0,0
471,1,42,3,164951.56,1,1,0,190531.77,0,1,0,0
660,0,40,8,167181.01,1,1,1,185156.94,0,1,0,0
692,1,45,6,152296.83,4,0,1,108040.86,1,0,1,0
721,1,38,7,0.0,1,0,1,53534.8,0,0,0,1
829,0,27,9,112045.67,1,1,1,119708.21,1,0,1,0
583,0,38,10,0.0,2,0,1,113597.64,0,1,0,0
707,0,40,5,0.0,2,1,0,41052.82,0,1,0,0
662,0,39,5,138106.75,1,0,0,19596.73,0,1,0,0
850,1,49,8,0.0,1,0,0,25867.67,1,0,0,1
627,1,52,1,76101.81,2,0,1,177238.35,0,0,1,0
726,0,38,5,126875.62,1,1,0,128052.29,0,1,0,0
729,0,34,9,53299.96,2,1,1,42855.97,0,0,0,1
681,1,38,3,0.0,2,1,1,112491.96,0,1,0,0
664,1,32,5,133705.74,1,0,0,134455.84,0,0,0,1
714,1,28,7,77776.39,1,1,0,177737.07,0,0,1,0
474,1,33,5,0.0,2,1,0,181945.52,1,1,0,0
695,1,46,7,49512.55,1,1,0,133007.34,0,1,0,0
596,1,41,5,0.0,2,0,1,141053.85,0,0,0,1
589,0,36,9,140355.56,2,1,0,136329.96,0,0,1,0
755,1,42,2,119919.12,1,1,0,156868.21,0,1,0,0
587,0,34,1,0.0,2,1,1,97932.68,0,0,0,1
681,1,29,8,0.0,1,1,0,66367.33,0,1,0,0
588,1,49,6,132623.76,3,1,0,36292.94,1,0,1,0
435,1,54,3,0.0,1,1,0,156910.46,1,1,0,0
742,1,27,0,0.0,2,0,1,131534.96,0,1,0,0
502,0,35,6,0.0,2,1,1,80618.47,0,1,0,0
456,0,63,1,165350.61,2,0,0,140758.07,1,1,0,0
735,1,28,5,160454.15,2,0,1,114957.22,0,0,1,0
665,0,45,5,155447.65,2,1,0,51871.95,1,0,1,0
683,0,38,5,127616.56,1,1,0,123846.07,0,1,0,0
